,Formatted_Date,Date,Title,Explanation,Link
781,,December 6,Provincetown-Boston Airlines Flight 1039,"Provincetown-Boston Airlines Flight 1039, an Embraer 110 Bandeirante with 13 passengers and crew on board, crashed upon takeoff at Jacksonville, Florida, killing all aboard.",https://en.wikipedia.org/wiki/Provincetown-Boston_Airlines_Flight_1039
782,,December 23,Aeroflot Flight 3519,"Aeroflot Flight 3519, a Tupolev Tu-154B, crashed at Krasnoyarsk Airport while attempting an emergency landing following an engine fire, killing 110 of 111 on board.",https://en.wikipedia.org/wiki/Aeroflot_Flight_3519
783,,January 1,Eastern Air Lines Flight 980,"Eastern Air Lines Flight 980, a Boeing 727 en route from Paraguay to Florida, United States, impacts Mount Illimani in Bolivia while descending for a scheduled stopover at El Alto International Airport, killing all 29 people on board.",https://en.wikipedia.org/wiki/Eastern_Air_Lines_Flight_980
784,,January 21,Galaxy Airlines Flight 203,"Galaxy Airlines Flight 203, a Lockheed L-188 Electra bound for Minneapolis, Minnesota, United States, crashes shortly after takeoff from Cannon International Airport in Reno, Nevada, due to an improperly secured air start access door; 70 of the 71 people on board are killed.",https://en.wikipedia.org/wiki/Galaxy_Airlines_Flight_203
785,,February 1,Aeroflot Flight 7841,"Aeroflot Flight 7841, a Tupolev Tu-134 operating a domestic flight in the Soviet Union, crashes 6.2 miles (10.0 km) east of Minsk National Airport after both engines fail due to ice ingestion, killing 58 of the 80 on board.",https://en.wikipedia.org/wiki/Aeroflot_Flight_7841
786,,February 19,China Airlines Flight 006,"China Airlines Flight 006, a Boeing 747SP en route from Taoyuan International Airport, Taiwan, to Los Angeles in the United States, suffers an engine flameout off the coast of California and dives 30,000 feet (9,100 m) before regaining control; the aircraft lands safely in San Francisco and all 274 occupants survive, with 24 passengers injured.",https://en.wikipedia.org/wiki/China_Airlines_Flight_006
787,,February 19,Iberia Airlines Flight 610,"Iberia Flight 610, a Boeing 727 operating a domestic flight in Spain, crashes into a television broadcast antenna installed on the summit of Monte Oiz while approaching Bilbao Airport, killing all 141 passengers and seven crew on board.",https://en.wikipedia.org/wiki/Iberia_Airlines_Flight_610
788,,May 3,Aeroflot Flight 8381,"Aeroflot Flight 8381, a Tupolev Tu-134 operating a domestic flight in the Soviet Union, collides with a Soviet Air Force Antonov An-26; both aircraft crash near Zolochev, Ukraine, killing all 94 people on board the two aircraft.",https://en.wikipedia.org/wiki/Aeroflot_Flight_8381
789,,June 14,TWA Flight 847,"Trans World Airlines Flight 847, a Boeing 727 operating a multi-leg flight from Cairo, Egypt, to San Diego, California, United States, is hijacked by Lebanese militants shortly after taking off from Athens in Greece; one passenger is murdered during the three-day ordeal.",https://en.wikipedia.org/wiki/TWA_Flight_847
790,,June 21,Braathens SAFE Flight 139,"Braathens SAFE Flight 139, a Boeing 737 operating a domestic flight in Norway, is hijacked by a political activist who demands to speak to the Norwegian Prime Minister Kåre Willoch; all crew and passengers survive unharmed.",https://en.wikipedia.org/wiki/Braathens_SAFE_Flight_139
791,,June 23,Air India Flight 182,"Air India Flight 182, a Boeing 747 en route from Montréal",https://en.wikipedia.org/wiki/Air_India_Flight_182
792,,July 10,Aeroflot Flight 7425,"Aeroflot Flight 7425, a Tupolev Tu-154B operating a domestic flight in the Soviet Union, stalls while cruising at 38,000 feet (11,582 m) over Uzbekistan and enters an unrecoverable spin, killing all 200 people on board.",https://en.wikipedia.org/wiki/Aeroflot_Flight_7425
793,,August 2,Delta Air Lines Flight 191,"Delta Air Lines Flight 191, a Lockheed L-1011 TriStar flying from Florida to California in the United States, crashes on approach to Dallas/Fort Worth International Airport after experiencing wind shear from a sudden microburst thunderstorm; 136 of the 163 people on board are killed, as well as a motorist whose car is struck by the aircraft.",https://en.wikipedia.org/wiki/Delta_Air_Lines_Flight_191
794,,August 12,Japan Airlines Flight 123,"Japan Airlines Flight 123, a Boeing 747 operating a domestic flight in Japan, crashes into Mount Takamagahara after suffering a rapid decompression that severs all hydraulic lines and renders the aircraft uncontrollable; with the loss of 520 of the 524 people on board, this is the deadliest single-aircraft disaster in history to date.",https://en.wikipedia.org/wiki/Japan_Airlines_Flight_123
795,,August 22,British Airtours Flight 28M,"British Airtours Flight 28M, a Boeing 737 bound for Corfu International Airport, Greece, aborts its takeoff from Manchester Airport, England, because of an engine fire; 55 of the 137 on board are killed, mostly due to smoke inhalation.",https://en.wikipedia.org/wiki/British_Airtours_Flight_28M
796,,August 25,Bar Harbor Airlines Flight 1808,"Bar Harbor Airlines Flight 1808, a Beech 99 operating a domestic multi-leg flight from Boston, Massachusetts, to Bangor, Maine, crashes on approach to Auburn/Lewiston Municipal Airport, where it is about to make an unscheduled flag stop; all six passengers and two crew lose their lives.",https://en.wikipedia.org/wiki/Bar_Harbor_Airlines_Flight_1808
798,,September 6,Midwest Express Airlines Flight 105,"Midwest Express Airlines Flight 105, a McDonnell Douglas DC-9 bound for Atlanta, Georgia, crashes shortly after takeoff from Milwaukee Mitchell International Airport, Wisconsin, due to engine failure and pilot error, killing all 31 people on board.",https://en.wikipedia.org/wiki/Midwest_Express_Airlines_Flight_105
799,,September 23,Henson Airlines Flight 1517,"Henson Airlines Flight 1517, a Beechcraft Model 99 operating a domestic flight from Maryland to Virginia in the United States, crashes on approach to Shenandoah Valley Regional Airport, killing all 14 passengers and crew on board.",https://en.wikipedia.org/wiki/Henson_Airlines_Flight_1517
800,,November 23,EgyptAir Flight 648,"EgyptAir Flight 648, a Boeing 737 operating a flight between Greece and Egypt, is hijacked by Palestinian militants and forced to land on the island of Malta where Egyptian Special Forces storm the aircraft; the incident kills 56 of the 89 passengers, two of the six crew members, and all but one of the hijackers.",https://en.wikipedia.org/wiki/EgyptAir_Flight_648
801,,December 12,Arrow Air Flight 1285,"Arrow Air Flight 1285, a Douglas DC-8 operating a multi-leg charter flight from Cairo, Egypt, to Kentucky in the United States, crashes shortly after takeoff from Gander International Airport, Newfoundland, killing all 256 passengers and crew on board, making it the worst air disaster to occur on Canadian soil to date.",https://en.wikipedia.org/wiki/Arrow_Air_Flight_1285
802,,December 19,Aeroflot Flight 101/435,"Aeroflot Flight 101/435, an Antonov An-24 operating a multi-leg domestic flight in the Soviet Union, is hijacked by the co-pilot and diverted to China; the aircraft lands safely at Qiqihar Airport in northeast China and all 51 on board are unharmed.",https://en.wikipedia.org/wiki/Aeroflot_Flight_101/435
804,,January 28,VASP Flight 210,"VASP Flight 210 runs off the end of the taxiway from which it mistakenly tried to take off from, and collides with an embankment, killing one passenger.",https://en.wikipedia.org/wiki/VASP_Flight_210
805,,February 16,China Airlines Flight 2265,China Airlines Flight 2265 crashes into the Pacific Ocean during go-around after touching the ground at Penghu Airport killing all 13 on board. The wreckage was found on March 10.,https://en.wikipedia.org/wiki/China_Airlines_Flight_2265
806,,March 31,Mexicana Flight 940,"Mexicana de Aviación Flight 940, a Boeing 727, crashes into high ground near Santiago Maravatío, Mexico. All 167 passengers and crew are killed in the worst ever air disaster involving the Boeing 727.",https://en.wikipedia.org/wiki/Mexicana_Flight_940
808,,May 3,Air Lanka Flight 512,"Air Lanka Flight 512, a Lockheed L-1011, is bombed by the Liberation Tigers of Tamil Eelam, killing 21 of 148 on board.",https://en.wikipedia.org/wiki/Air_Lanka_Flight_512
809,,May 3,China Airlines Flight 334,"China Airlines Flight 334, a Boeing 747, is hijacked by the pilot, who subdues the two other crew members and changes heading to land in Guangzhou. All three on board survive.",https://en.wikipedia.org/wiki/China_Airlines_Flight_334
810,,June 18,Grand Canyon Airlines Flight 6,"Grand Canyon Airlines Flight 6, a De Havilland Canada DHC-6 Twin Otter, collides with a Bell 206 helicopter over the Tonto Plateau, killing all 25 on board both aircraft.",https://en.wikipedia.org/wiki/Grand_Canyon_Airlines_Flight_6
811,,July 2,Aeroflot Flight 2306,"Aeroflot Flight 2306, a Tupolev Tu-134, crashes near Syktyvkar, Russia, while attempting an emergency landing following a fire in the cargo hold, killing 54 of 92 on board.",https://en.wikipedia.org/wiki/Aeroflot_Flight_2306
812,,August 3,LIAT Flight 319,"LIAT Flight 319, a DHC-6 Twin Otter crashes into the sea en route to E. T. Joshua Airport, St. Vincent and the Grenadines. All 13 passengers and crew are killed.",https://en.wikipedia.org/wiki/LIAT_Flight_319
813,,August 31,Aeroméxico Flight 498,"Aeroméxico Flight 498, a McDonnell Douglas DC-9, collides with a Piper Cherokee over Cerritos, California, killing all 67 people aboard both aircraft and 15 people on the ground.",https://en.wikipedia.org/wiki/Aerom%C3%A9xico_Flight_498
814,,September 5,Pan Am Flight 73,"Pan Am Flight 73, a Boeing 747, is hijacked on the ground at Jinnah International Airport in Karachi, Pakistan, by Palestinian militants. Twenty people die after a shootout occurs inside the plane.",https://en.wikipedia.org/wiki/Pan_Am_Flight_73
815,,October 20,Aeroflot Flight 6502,"Aeroflot Flight 6502, a Tupolev Tu-134, crashes in Kuybyshev (now Samara), Russia, due to pilot error, killing 70 of 94 people on board.",https://en.wikipedia.org/wiki/Aeroflot_Flight_6502
817,,November 17,Japan Air Lines Cargo Flight 1628 incident,"Japan Air Lines Cargo Flight 1628 incident, a Boeing 747-200F cargo plane flying from Paris to Narita was involved in a UFO incident. No casualties were reported. The plane safely lands at Narita International Airport.",https://en.wikipedia.org/wiki/Japan_Air_Lines_Cargo_Flight_1628_incident
818,,December 12,Aeroflot Flight 892,"Aeroflot Flight 892, a Tupolev Tu-134A, crashes near Schonefeld Airport, East Berlin after the crew misunderstands instructions from ATC, killing 72 of 82 on board; two initially survive, but die later.",https://en.wikipedia.org/wiki/Aeroflot_Flight_892
819,,December 25,Iraqi Airways Flight 163,"Iraqi Airways Flight 163, a Boeing 737, is hijacked by Hezbollah militants while en route to Amman, Jordan. A confrontation with security forces causes the plane to crash, killing 63 of the 106 people on board.",https://en.wikipedia.org/wiki/Iraqi_Airways_Flight_163
820,,January 3,Varig Flight 797,"Varig Flight 797, a Boeing 707, crashes near Abidjan because of engine failure. Out of the 52 passengers and crew on board, there is only one survivor.",https://en.wikipedia.org/wiki/Varig_Flight_797
821,,January 15,Skywest Airlines Flight 1834,"Skywest Airlines Flight 1834, a Swearingen Metro II, collides in mid-air with a private Mooney M-20 near Salt Lake City, killing all 10 on board both aircraft.",https://en.wikipedia.org/wiki/Skywest_Airlines_Flight_1834
822,,January 16,Aeroflot Flight 505,"Aeroflot Flight 505, a Yakovlev Yak-40, crashes into the ground at Tashkent, Uzbekistan, after encountering a wake vortex from an Ilyushin Il-76 that had taken off one and a half minutes earlier, killing all nine on board.",https://en.wikipedia.org/wiki/Aeroflot_Flight_505
823,,March 4,Northwest Airlink Flight 2268,"Northwest Airlink Flight 2268, a CASA 212, crashes while attempting to land at Detroit Metropolitan Wayne County Airport in Detroit, Michigan, killing nine of the 19 passengers and crew on board.",https://en.wikipedia.org/wiki/Northwest_Airlink_Flight_2268
824,,April 4,Garuda Indonesia Flight 035,"Garuda Indonesia Flight 035, a Douglas DC-9, crashes while on approach to Medan Airport; 23 of 45 on board die.",https://en.wikipedia.org/wiki/Garuda_Indonesia_Flight_035
825,,May 8,American Eagle Flight 5452,"American Eagle Flight 5452, a CASA C-212, crashes while landing at Mayagüez, Puerto Rico, due to maintenance issues and pilot error. All four passengers survive, both crew are killed.",https://en.wikipedia.org/wiki/American_Eagle_Flight_5452
826,,May 9,LOT Flight 5055,"LOT Polish Airlines Flight 5055, an Ilyushin Il-62M, crashes near Warsaw during landing because of engine failure. All 183 passengers and crew members die in the worst aviation accident in Polish history.",https://en.wikipedia.org/wiki/LOT_Flight_5055
827,,May 19,Air New Zealand Flight 24,"Air New Zealand Flight 24, Boeing 747-200, is hijacked on the tarmac at Nadi International Airport, Fiji, while making a scheduled refuelling stop. The hijacker boards the aircraft and demands the release of deposed Fijian prime minister Dr. Timoci Bavadra and his 27 ministers who are being held under house arrest. The flight crew eventually overpower the hijacker and hand him over to local police. There are no deaths or injuries reported.",https://en.wikipedia.org/wiki/Air_New_Zealand_Flight_24
828,,June 19,Aeroflot Flight N-528,"Aeroflot Flight N-528, a Yakovlev Yak-40, overruns the runway on landing at Berdyansk, Ukraine, killing eight of 29 on board.",https://en.wikipedia.org/wiki/Aeroflot_Flight_N-528
829,,June 27,Philippine Airlines Flight 206,"Philippine Airlines Flight 206, a Hawker Siddeley HS 748, crashes on the slopes of Mount Ugo, Benguet, as it begins its approach to Loakan Airport in Baguio City; all 50 passengers and crew are killed. Poor visibility is blamed for the crash.",https://en.wikipedia.org/wiki/Philippine_Airlines_Flight_206
